item_id,title,clean_title,genres
450,Star Trek V: The Final Frontier (1989),star trek final frontier,"Action, Adventure, Sci-Fi"
451,Grease (1978),grease,"Comedy, Musical, Romance"
452,Jaws 2 (1978),jaws,"Action, Horror"
453,Jaws 3-D (1983),jaws,"Action, Horror"
454,Bastard Out of Carolina (1996),bastard carolina,Drama
455,Jackie Chan's First Strike (1996),jackie chans first strike,Action
456,Beverly Hills Ninja (1997),beverly hills ninja,"Action, Comedy"
457,Free Willy 3: The Rescue (1997),free willy rescue,"Adventure, Children, Drama"
458,Nixon (1995),nixon,Drama
459,"Cry, the Beloved Country (1995)",cry beloved country,Drama
460,"Crossing Guard, The (1995)",crossing guard,Drama
461,Smoke (1995),smoke,Drama
462,Like Water For Chocolate (Como agua para chocolate) (1992),like water chocolate como agua para chocolate,"Drama, Romance"
463,"Secret of Roan Inish, The (1994)",secret roan inish,Adventure
464,Vanya on 42nd Street (1994),vanya 42nd street,Drama
465,"Jungle Book, The (1994)",jungle book,"Adventure, Children, Romance"
466,Red Rock West (1992),red rock west,Thriller
467,"Bronx Tale, A (1993)",bronx tale,Drama
468,Rudy (1993),rudy,Drama
469,Short Cuts (1993),short cuts,Drama
470,Tombstone (1993),tombstone,Western
471,Courage Under Fire (1996),courage fire,"Drama, War"
472,Dragonheart (1996),dragonheart,"Action, Adventure, Fantasy"
473,James and the Giant Peach (1996),james giant peach,"Animation, Children, Musical"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),strangelove learned stop worrying love bomb,"Sci-Fi, War"
475,Trainspotting (1996),trainspotting,Drama
476,"First Wives Club, The (1996)",first wives club,Comedy
477,Matilda (1996),matilda,"Children, Comedy"
478,"Philadelphia Story, The (1940)",philadelphia story,"Comedy, Romance"
479,Vertigo (1958),vertigo,"Mystery, Thriller"
480,North by Northwest (1959),north northwest,"Comedy, Thriller"
481,"Apartment, The (1960)",apartment,"Comedy, Drama"
482,Some Like It Hot (1959),like hot,"Comedy, Crime"
483,Casablanca (1942),casablanca,"Drama, Romance, War"
484,"Maltese Falcon, The (1941)",maltese falcon,"Film-Noir, Mystery"
485,My Fair Lady (1964),fair lady,"Musical, Romance"
486,Sabrina (1954),sabrina,"Comedy, Romance"
487,Roman Holiday (1953),roman holiday,"Comedy, Romance"
488,Sunset Blvd. (1950),sunset blvd,Film-Noir
489,Notorious (1946),notorious,"Film-Noir, Romance, Thriller"
490,To Catch a Thief (1955),catch thief,"Comedy, Romance, Thriller"
491,"Adventures of Robin Hood, The (1938)",adventures robin hood,"Action, Adventure"
492,East of Eden (1955),east eden,Drama
493,"Thin Man, The (1934)",thin man,Mystery
494,His Girl Friday (1940),girl friday,Comedy
495,Around the World in 80 Days (1956),around world days,"Adventure, Comedy"
496,It's a Wonderful Life (1946),wonderful life,Drama
497,Bringing Up Baby (1938),bringing baby,Comedy
498,"African Queen, The (1951)",african queen,"Action, Adventure, Romance, War"
499,Cat on a Hot Tin Roof (1958),cat hot tin roof,Drama
500,Fly Away Home (1996),fly away home,"Adventure, Children"
501,Dumbo (1941),dumbo,"Animation, Children, Musical"
502,Bananas (1971),bananas,"Comedy, War"
503,"Candidate, The (1972)",candidate,Drama
504,Bonnie and Clyde (1967),bonnie clyde,"Crime, Drama"
505,Dial M for Murder (1954),dial murder,"Mystery, Thriller"
506,Rebel Without a Cause (1955),rebel without cause,Drama
507,"Streetcar Named Desire, A (1951)",streetcar named desire,Drama
508,"People vs. Larry Flynt, The (1996)",people larry flynt,Drama
509,My Left Foot (1989),left foot,Drama
510,"Magnificent Seven, The (1954)",magnificent seven,"Action, Drama, Western"
511,Lawrence of Arabia (1962),lawrence arabia,"Adventure, War"
512,Wings of Desire (1987),wings desire,"Comedy, Drama, Romance"
513,"Third Man, The (1949)",third man,"Mystery, Thriller"
514,Annie Hall (1977),annie hall,"Comedy, Romance"
515,"Boot, Das (1981)",boot das,"Action, Drama, War"
516,Local Hero (1983),local hero,Comedy
517,Manhattan (1979),manhattan,"Comedy, Drama, Romance"
518,Miller's Crossing (1990),millers crossing,Drama
519,"Treasure of the Sierra Madre, The (1948)",treasure sierra madre,Adventure
520,"Great Escape, The (1963)",great escape,"Adventure, War"
521,"Deer Hunter, The (1978)",deer hunter,"Drama, War"
522,Down by Law (1986),law,"Comedy, Drama"
523,Cool Hand Luke (1967),cool hand luke,"Comedy, Drama"
524,"Great Dictator, The (1940)",great dictator,Comedy
525,"Big Sleep, The (1946)",big sleep,"Film-Noir, Mystery"
526,Ben-Hur (1959),benhur,"Action, Adventure, Drama"
527,Gandhi (1982),gandhi,Drama
528,"Killing Fields, The (1984)",killing fields,"Drama, War"
529,My Life as a Dog (Mitt liv som hund) (1985),life dog mitt liv som hund,Drama
530,"Man Who Would Be King, The (1975)",man would king,Adventure
531,Shine (1996),shine,"Drama, Romance"
532,Kama Sutra: A Tale of Love (1996),kama sutra tale love,Romance
533,"Daytrippers, The (1996)",daytrippers,Mystery
534,Traveller (1997),traveller,Drama
535,Addicted to Love (1997),addicted love,"Comedy, Romance"
536,Ponette (1996),ponette,Drama
537,My Own Private Idaho (1991),private idaho,Drama
538,Anastasia (1997),anastasia,"Animation, Children, Musical"
539,Mouse Hunt (1997),mouse hunt,"Children, Comedy"
540,Money Train (1995),money train,Action
541,Mortal Kombat (1995),mortal kombat,"Action, Adventure"
542,Pocahontas (1995),pocahontas,"Animation, Children, Musical, Romance"
543,"Misérables, Les (1995)",misérables les,"Drama, Musical"
544,Things to Do in Denver when You're Dead (1995),things denver youre dead,"Crime, Drama, Romance"
545,Vampire in Brooklyn (1995),vampire brooklyn,"Comedy, Romance"
546,Broken Arrow (1996),broken arrow,"Action, Thriller"
547,"Young Poisoner's Handbook, The (1995)",young poisoners handbook,Crime
548,"NeverEnding Story III, The (1994)",neverending story iii,"Children, Fantasy"
549,Rob Roy (1995),rob roy,"Drama, Romance, War"
550,Die Hard: With a Vengeance (1995),die hard vengeance,"Action, Thriller"
551,Lord of Illusions (1995),lord illusions,Horror
552,Species (1995),species,Sci-Fi
553,"Walk in the Clouds, A (1995)",walk clouds,"Drama, Romance"
554,Waterworld (1995),waterworld,"Action, Adventure"
555,White Man's Burden (1995),white mans burden,Drama
556,Wild Bill (1995),wild bill,Western
557,Farinelli: il castrato (1994),farinelli castrato,"Drama, Musical"
558,Heavenly Creatures (1994),heavenly creatures,"Drama, Fantasy, Thriller"
559,Interview with the Vampire (1994),interview vampire,"Drama, Horror"
560,"Kid in King Arthur's Court, A (1995)",kid king arthurs court,"Adventure, Children, Comedy, Fantasy, Romance, Sci-Fi"
561,Mary Shelley's Frankenstein (1994),mary shelleys frankenstein,"Drama, Horror"
562,"Quick and the Dead, The (1995)",quick dead,"Action, Adventure, Western"
563,Stephen King's The Langoliers (1995),stephen kings langoliers,Horror
564,Tales from the Hood (1995),tales hood,"Comedy, Horror"
565,Village of the Damned (1995),village damned,"Horror, Thriller"
566,Clear and Present Danger (1994),clear present danger,"Action, Adventure, Thriller"
567,Wes Craven's New Nightmare (1994),wes cravens new nightmare,Horror
568,Speed (1994),speed,"Action, Romance, Thriller"
569,Wolf (1994),wolf,"Drama, Horror"
570,Wyatt Earp (1994),wyatt earp,Western
571,Another Stakeout (1993),another stakeout,"Comedy, Thriller"
572,Blown Away (1994),blown away,"Action, Thriller"
573,Body Snatchers (1993),body snatchers,"Horror, Sci-Fi, Thriller"
574,Boxing Helena (1993),boxing helena,"Mystery, Romance, Thriller"
575,City Slickers II: The Legend of Curly's Gold (1994),city slickers legend curlys gold,"Comedy, Western"
576,Cliffhanger (1993),cliffhanger,"Action, Adventure, Crime"
577,Coneheads (1993),coneheads,"Comedy, Sci-Fi"
578,Demolition Man (1993),demolition man,"Action, Sci-Fi"
579,Fatal Instinct (1993),fatal instinct,Comedy
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",englishman went hill came mountain,"Comedy, Romance"
581,Kalifornia (1993),kalifornia,"Drama, Thriller"
582,"Piano, The (1993)",piano,"Drama, Romance"
583,Romeo Is Bleeding (1993),romeo bleeding,"Crime, Thriller"
584,"Secret Garden, The (1993)",secret garden,"Children, Drama"
585,Son in Law (1993),son law,Comedy
586,Terminal Velocity (1994),terminal velocity,Action
587,"Hour of the Pig, The (1993)",hour pig,"Drama, Mystery"
588,Beauty and the Beast (1991),beauty beast,"Animation, Children, Musical"
589,"Wild Bunch, The (1969)",wild bunch,Western
590,Hellraiser: Bloodline (1996),hellraiser bloodline,"Action, Horror, Sci-Fi"
591,Primal Fear (1996),primal fear,"Drama, Thriller"
592,True Crime (1995),true crime,"Mystery, Thriller"
593,Stalingrad (1993),stalingrad,War
594,Heavy (1995),heavy,"Drama, Romance"
595,"Fan, The (1996)",fan,Thriller
596,"Hunchback of Notre Dame, The (1996)",hunchback notre dame,"Animation, Children, Musical"
597,Eraser (1996),eraser,"Action, Thriller"
598,"Big Squeeze, The (1996)",big squeeze,"Comedy, Drama"
599,Police Story 4: Project S (Chao ji ji hua) (1993),police story project chao hua,Action
600,Daniel Defoe's Robinson Crusoe (1996),daniel defoes robinson crusoe,Children
601,For Whom the Bell Tolls (1943),bell tolls,"Adventure, War"
602,"American in Paris, An (1951)",american paris,"Musical, Romance"
603,Rear Window (1954),rear window,"Mystery, Thriller"
604,It Happened One Night (1934),happened one night,Comedy
605,Meet Me in St. Louis (1944),meet louis,Musical
606,All About Eve (1950),eve,Drama
607,Rebecca (1940),rebecca,"Romance, Thriller"
608,Spellbound (1945),spellbound,"Mystery, Romance, Thriller"
609,Father of the Bride (1950),father bride,Comedy
610,Gigi (1958),gigi,Musical
611,Laura (1944),laura,"Crime, Film-Noir, Mystery"
612,Lost Horizon (1937),lost horizon,Drama
613,My Man Godfrey (1936),man godfrey,Comedy
614,Giant (1956),giant,Drama
615,"39 Steps, The (1935)",steps,Thriller
616,Night of the Living Dead (1968),night living dead,"Horror, Sci-Fi"
617,"Blue Angel, The (Blaue Engel, Der) (1930)",blue angel blaue engel der,Drama
618,Picnic (1955),picnic,Drama
619,Extreme Measures (1996),extreme measures,"Drama, Thriller"
620,"Chamber, The (1996)",chamber,Drama
621,"Davy Crockett, King of the Wild Frontier (1955)",davy crockett king wild frontier,Western
622,Swiss Family Robinson (1960),swiss family robinson,"Adventure, Children"
623,Angels in the Outfield (1994),angels outfield,"Children, Comedy"
624,"Three Caballeros, The (1945)",three caballeros,"Animation, Children, Musical"
625,"Sword in the Stone, The (1963)",sword stone,"Animation, Children"
626,So Dear to My Heart (1949),dear heart,"Children, Drama"
627,Robin Hood: Prince of Thieves (1991),robin hood prince thieves,Drama
628,Sleepers (1996),sleepers,"Crime, Drama"
629,Victor/Victoria (1982),victorvictoria,"Comedy, Musical"
630,"Great Race, The (1965)",great race,"Comedy, Musical"
631,"Crying Game, The (1992)",crying game,"Action, Drama, Romance, War"
632,Sophie's Choice (1982),sophies choice,Drama
633,"Christmas Carol, A (1938)",christmas carol,Drama
634,Microcosmos: Le peuple de l'herbe (1996),microcosmos peuple lherbe,Documentary
635,"Fog, The (1980)",fog,Horror
636,Escape from New York (1981),escape new york,"Action, Adventure, Sci-Fi, Thriller"
637,"Howling, The (1981)",howling,"Comedy, Horror"
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",return martin guerre retour martin guerre,Drama
639,"Tin Drum, The (Blechtrommel, Die) (1979)",tin drum blechtrommel die,Drama
640,"Cook the Thief His Wife & Her Lover, The (1989)",cook thief wife lover,Drama
641,Paths of Glory (1957),paths glory,"Drama, War"
642,"Grifters, The (1990)",grifters,"Crime, Drama, Film-Noir"
643,The Innocent (1994),innocent,"Drama, Romance"
644,"Thin Blue Line, The (1988)",thin blue line,Documentary
645,Paris Is Burning (1990),paris burning,Documentary
646,Once Upon a Time in the West (1969),upon time west,Western
647,Ran (1985),ran,"Drama, War"
648,"Quiet Man, The (1952)",quiet man,"Comedy, Romance"
649,Once Upon a Time in America (1984),upon time america,"Crime, Drama, Thriller"
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",seventh seal sjunde inseglet det,Drama
651,Glory (1989),glory,"Action, Drama, War"
652,Rosencrantz and Guildenstern Are Dead (1990),rosencrantz guildenstern dead,"Comedy, Drama"
653,Touch of Evil (1958),touch evil,"Crime, Film-Noir, Thriller"
654,Chinatown (1974),chinatown,"Film-Noir, Mystery, Thriller"
655,Stand by Me (1986),stand,"Adventure, Comedy, Drama"
656,M (1931),,"Crime, Film-Noir, Thriller"
657,"Manchurian Candidate, The (1962)",manchurian candidate,"Film-Noir, Thriller"
658,Pump Up the Volume (1990),pump volume,Drama
659,Arsenic and Old Lace (1944),arsenic old lace,"Comedy, Mystery, Thriller"
660,Fried Green Tomatoes (1991),fried green tomatoes,Drama
661,High Noon (1952),high noon,Western
662,Somewhere in Time (1980),somewhere time,"Drama, Romance"
663,Being There (1979),,Comedy
664,"Paris, Texas (1984)",paris texas,Drama
665,Alien 3 (1992),alien,"Action, Horror, Sci-Fi, Thriller"
666,Blood For Dracula (Andy Warhol's Dracula) (1974),blood dracula andy warhols dracula,Horror
667,Audrey Rose (1977),audrey rose,Horror
668,Blood Beach (1981),blood beach,"Action, Horror"
669,Body Parts (1991),body parts,Horror
670,Body Snatchers (1993),body snatchers,"Horror, Sci-Fi, Thriller"
671,Bride of Frankenstein (1935),bride frankenstein,Horror
672,Candyman (1992),candyman,Horror
673,Cape Fear (1962),cape fear,"Film-Noir, Thriller"
674,Cat People (1982),cat people,Horror
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",nosferatu nosferatu eine symphonie des grauens,Horror
676,"Crucible, The (1996)",crucible,Drama
677,Fire on the Mountain (1996),fire mountain,Documentary
678,Volcano (1997),volcano,"Drama, Thriller"
679,Conan the Barbarian (1981),conan barbarian,"Action, Adventure"
680,Kull the Conqueror (1997),kull conqueror,"Action, Adventure"
681,Wishmaster (1997),wishmaster,Horror
682,I Know What You Did Last Summer (1997),know last summer,"Horror, Mystery, Thriller"
683,Rocket Man (1997),rocket man,Comedy
684,In the Line of Fire (1993),line fire,"Action, Thriller"
685,Executive Decision (1996),executive decision,"Action, Thriller"
686,"Perfect World, A (1993)",perfect world,"Action, Drama"
687,McHale's Navy (1997),mchales navy,"Comedy, War"
688,Leave It to Beaver (1997),leave beaver,Comedy
689,"Jackal, The (1997)",jackal,"Action, Thriller"
690,Seven Years in Tibet (1997),seven years tibet,"Drama, War"
691,Dark City (1998),dark city,"Film-Noir, Sci-Fi, Thriller"
692,"American President, The (1995)",american president,"Comedy, Drama, Romance"
693,Casino (1995),casino,Drama
694,Persuasion (1995),persuasion,Romance
695,Kicking and Screaming (1995),kicking screaming,"Comedy, Drama"
696,City Hall (1996),city hall,"Drama, Thriller"
697,"Basketball Diaries, The (1995)",basketball diaries,Drama
698,"Browning Version, The (1994)",browning version,Drama
699,Little Women (1994),little women,Drama
700,Miami Rhapsody (1995),miami rhapsody,Comedy
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",wonderful horrible life leni riefenstahl,Documentary
702,Barcelona (1994),barcelona,"Comedy, Romance"
703,Widows' Peak (1994),widows peak,Drama
704,"House of the Spirits, The (1993)",house spirits,"Drama, Romance"
705,Singin' in the Rain (1952),singin rain,"Musical, Romance"
706,Bad Moon (1996),bad moon,Horror
707,Enchanted April (1991),enchanted april,Drama
708,"Sex, Lies, and Videotape (1989)",sex lies videotape,Drama
709,Strictly Ballroom (1992),strictly ballroom,"Comedy, Romance"
710,Better Off Dead... (1985),better dead,Comedy
711,"Substance of Fire, The (1996)",substance fire,Drama
712,Tin Men (1987),tin men,"Comedy, Drama"
713,Othello (1995),othello,Drama
714,Carrington (1995),carrington,"Drama, Romance"
715,To Die For (1995),die,"Comedy, Drama"
716,Home for the Holidays (1995),home holidays,"Drama, Romance"
717,"Juror, The (1996)",juror,"Drama, Thriller"
718,In the Bleak Midwinter (1995),bleak midwinter,Comedy
719,Canadian Bacon (1994),canadian bacon,"Comedy, War"
720,First Knight (1995),first knight,"Action, Adventure, Drama, Romance"
721,Mallrats (1995),mallrats,Comedy
722,Nine Months (1995),nine months,Comedy
723,Boys on the Side (1995),boys side,"Comedy, Drama"
724,Circle of Friends (1995),circle friends,"Drama, Romance"
725,Exit to Eden (1994),exit eden,Comedy
726,Fluke (1995),fluke,"Children, Drama"
727,Immortal Beloved (1994),immortal beloved,"Drama, Romance"
728,Junior (1994),junior,"Comedy, Sci-Fi"
729,Nell (1994),nell,Drama
730,"Queen Margot (Reine Margot, La) (1994)",queen margot reine margot,"Drama, Romance"
731,"Corrina, Corrina (1994)",corrina corrina,"Comedy, Drama, Romance"
732,Dave (1993),dave,"Comedy, Romance"
733,Go Fish (1994),fish,"Drama, Romance"
734,Made in America (1993),made america,Comedy
735,Philadelphia (1993),philadelphia,Drama
736,Shadowlands (1993),shadowlands,"Drama, Romance"
737,Sirens (1994),sirens,"Comedy, Drama"
738,Threesome (1994),threesome,"Comedy, Romance"
739,Pretty Woman (1990),pretty woman,"Comedy, Romance"
740,Jane Eyre (1996),jane eyre,"Drama, Romance"
741,"Last Supper, The (1995)",last supper,"Drama, Thriller"
742,Ransom (1996),ransom,"Drama, Thriller"
743,"Crow: City of Angels, The (1996)",crow city angels,"Action, Thriller"
744,Michael Collins (1996),michael collins,"Drama, War"
745,"Ruling Class, The (1972)",ruling class,Comedy
746,Real Genius (1985),real genius,Comedy
747,Benny & Joon (1993),benny joon,"Comedy, Romance"
748,"Saint, The (1997)",saint,"Action, Romance, Thriller"
749,"MatchMaker, The (1997)",matchmaker,"Comedy, Romance"
750,Amistad (1997),amistad,Drama
751,Tomorrow Never Dies (1997),tomorrow never dies,"Action, Romance, Thriller"
752,"Replacement Killers, The (1998)",replacement killers,"Action, Thriller"
753,Burnt By the Sun (1994),burnt sun,Drama
754,Red Corner (1997),red corner,"Crime, Thriller"
755,Jumanji (1995),jumanji,"Action, Adventure, Children, Fantasy, Sci-Fi"
756,Father of the Bride Part II (1995),father bride part,Comedy
757,Across the Sea of Time (1995),across sea time,Documentary
758,Lawnmower Man 2: Beyond Cyberspace (1996),lawnmower man beyond cyberspace,"Sci-Fi, Thriller"
759,Fair Game (1995),fair game,Action
760,Screamers (1995),screamers,Sci-Fi
761,Nick of Time (1995),nick time,"Action, Thriller"
762,Beautiful Girls (1996),beautiful girls,Drama
763,Happy Gilmore (1996),happy gilmore,Comedy
764,If Lucy Fell (1996),lucy fell,"Comedy, Romance"
765,Boomerang (1992),boomerang,"Comedy, Romance"
766,Man of the Year (1995),man year,Documentary
767,"Addiction, The (1995)",addiction,Horror
768,Casper (1995),casper,"Adventure, Children"
769,Congo (1995),congo,"Action, Adventure, Mystery, Sci-Fi"
770,Devil in a Blue Dress (1995),devil blue dress,"Crime, Film-Noir, Mystery, Thriller"
771,Johnny Mnemonic (1995),johnny mnemonic,"Action, Sci-Fi, Thriller"
772,Kids (1995),kids,Drama
773,Mute Witness (1994),mute witness,Thriller
774,"Prophecy, The (1995)",prophecy,Horror
775,Something to Talk About (1995),something talk,"Comedy, Drama, Romance"
776,Three Wishes (1995),three wishes,Drama
777,Castle Freak (1995),castle freak,Horror
778,Don Juan DeMarco (1995),juan demarco,"Comedy, Drama, Romance"
779,Drop Zone (1994),drop zone,Action
780,Dumb & Dumber (1994),dumb dumber,Comedy
781,French Kiss (1995),french kiss,"Comedy, Romance"
782,Little Odessa (1994),little odessa,Drama
783,Milk Money (1994),milk money,"Comedy, Romance"
784,Beyond Bedlam (1993),beyond bedlam,"Drama, Horror"
785,Only You (1994),,"Comedy, Romance"
786,"Perez Family, The (1995)",perez family,"Comedy, Romance"
787,Roommates (1995),roommates,"Comedy, Drama"
788,Relative Fear (1994),relative fear,"Horror, Thriller"
789,Swimming with Sharks (1995),swimming sharks,"Comedy, Drama"
790,Tommy Boy (1995),tommy boy,Comedy
791,"Baby-Sitters Club, The (1995)",babysitters club,Children
792,Bullets Over Broadway (1994),bullets broadway,Comedy
793,Crooklyn (1994),crooklyn,Comedy
794,It Could Happen to You (1994),could happen,"Drama, Romance"
795,Richie Rich (1994),richie rich,"Children, Comedy"
796,Speechless (1994),speechless,"Comedy, Romance"
797,Timecop (1994),timecop,"Action, Sci-Fi"
798,Bad Company (1995),bad company,Action
799,Boys Life (1995),boys life,Drama
800,In the Mouth of Madness (1995),mouth madness,"Horror, Thriller"
801,"Air Up There, The (1994)",air,Comedy
802,Hard Target (1993),hard target,"Action, Adventure, Crime, Thriller"
803,Heaven & Earth (1993),heaven earth,"Action, Drama, War"
804,Jimmy Hollywood (1994),jimmy hollywood,Comedy
805,Manhattan Murder Mystery (1993),manhattan murder mystery,"Comedy, Mystery"
806,Menace II Society (1993),menace society,"Action, Crime, Drama"
807,Poetic Justice (1993),poetic justice,Drama
808,"Program, The (1993)",program,"Action, Drama"
809,Rising Sun (1993),rising sun,"Action, Drama, Mystery"
810,"Shadow, The (1994)",shadow,Action
811,Thirty-Two Short Films About Glenn Gould (1993),thirtytwo short films glenn gould,Documentary
812,Andre (1994),andre,"Adventure, Children"
813,"Celluloid Closet, The (1995)",celluloid closet,Documentary
814,"Great Day in Harlem, A (1994)",great day harlem,Documentary
815,One Fine Day (1996),one fine day,"Drama, Romance"
816,Candyman: Farewell to the Flesh (1995),candyman farewell flesh,Horror
817,Frisk (1995),frisk,Drama
818,Girl 6 (1996),girl,Comedy
819,Eddie (1996),eddie,Comedy
820,Space Jam (1996),space jam,"Adventure, Animation, Children, Comedy, Fantasy"
821,Mrs. Winterbourne (1996),mrs winterbourne,"Comedy, Romance"
822,Faces (1968),faces,Drama
823,Mulholland Falls (1996),mulholland falls,"Crime, Film-Noir, Thriller"
824,"Great White Hype, The (1996)",great white hype,Comedy
825,"Arrival, The (1996)",arrival,"Action, Sci-Fi, Thriller"
826,"Phantom, The (1996)",phantom,Adventure
827,Daylight (1996),daylight,"Action, Adventure, Thriller"
828,Alaska (1996),alaska,"Adventure, Children"
829,Fled (1996),fled,"Action, Adventure"
830,Power 98 (1995),power,"Action, Mystery, Thriller"
831,Escape from L.A. (1996),escape,"Action, Adventure, Sci-Fi, Thriller"
832,Bogus (1996),bogus,"Children, Drama, Fantasy"
833,Bulletproof (1996),bulletproof,Action
834,Halloween: The Curse of Michael Myers (1995),halloween curse michael myers,"Horror, Thriller"
835,"Gay Divorcee, The (1934)",gay divorcee,"Comedy, Musical, Romance"
836,Ninotchka (1939),ninotchka,"Comedy, Romance"
837,Meet John Doe (1941),meet john doe,Drama
838,In the Line of Duty 2 (1987),line duty,Action
839,Loch Ness (1995),loch ness,"Horror, Thriller"
840,Last Man Standing (1996),last man standing,"Action, Drama, Western"
841,"Glimmer Man, The (1996)",glimmer man,"Action, Thriller"
842,Pollyanna (1960),pollyanna,"Children, Comedy, Drama"
843,"Shaggy Dog, The (1959)",shaggy dog,"Children, Comedy"
844,Freeway (1996),freeway,Crime
845,That Thing You Do! (1996),thing,Comedy
846,To Gillian on Her 37th Birthday (1996),gillian 37th birthday,"Drama, Romance"
847,Looking for Richard (1996),looking richard,"Documentary, Drama"
848,"Murder, My Sweet (1944)",murder sweet,"Film-Noir, Thriller"
849,Days of Thunder (1990),days thunder,"Action, Romance"
850,"Perfect Candidate, A (1996)",perfect candidate,Documentary
851,Two or Three Things I Know About Her (1966),two three things know,Drama
852,"Bloody Child, The (1996)",bloody child,"Drama, Thriller"
853,Braindead (1992),braindead,"Comedy, Horror"
854,Bad Taste (1987),bad taste,"Comedy, Horror"
855,Diva (1981),diva,"Action, Drama, Mystery, Romance, Thriller"
856,Night on Earth (1991),night earth,"Comedy, Drama"
857,Paris Was a Woman (1995),paris woman,Documentary
858,Amityville: Dollhouse (1996),amityville dollhouse,Horror
859,April Fool's Day (1986),april fools day,"Comedy, Horror"
860,"Believers, The (1987)",believers,"Horror, Thriller"
861,Nosferatu a Venezia (1986),nosferatu venezia,Horror
862,Jingle All the Way (1996),jingle way,"Adventure, Children, Comedy"
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",garden finzicontini giardino dei finzicontini,Drama
864,My Fellow Americans (1996),fellow americans,Comedy
865,"Ice Storm, The (1997)",ice storm,Drama
866,Michael (1996),michael,"Comedy, Romance"
867,"Whole Wide World, The (1996)",whole wide world,Drama
868,Hearts and Minds (1996),hearts minds,Drama
869,Fools Rush In (1997),fools rush,"Comedy, Romance"
870,Touch (1997),touch,Romance
871,Vegas Vacation (1997),vegas vacation,Comedy
872,Love Jones (1997),love jones,Romance
873,Picture Perfect (1997),picture perfect,"Comedy, Romance"
874,Career Girls (1997),career girls,Drama
875,She's So Lovely (1997),shes lovely,"Drama, Romance"
876,Money Talks (1997),money talks,"Action, Comedy"
877,Excess Baggage (1997),excess baggage,"Adventure, Romance"
878,That Darn Cat! (1997),darn cat,"Children, Comedy, Mystery"
879,"Peacemaker, The (1997)",peacemaker,"Action, Thriller, War"
880,Soul Food (1997),soul food,Drama
881,Money Talks (1997),money talks,"Action, Comedy"
882,Washington Square (1997),washington square,Drama
883,Telling Lies in America (1997),telling lies america,Drama
884,Year of the Horse (1997),year horse,Documentary
885,Phantoms (1998),phantoms,Horror
886,"Life Less Ordinary, A (1997)",life less ordinary,"Romance, Thriller"
887,Eve's Bayou (1997),eves bayou,Drama
888,One Night Stand (1997),one night stand,Drama
889,"Tango Lesson, The (1997)",tango lesson,Romance
890,Mortal Kombat: Annihilation (1997),mortal kombat annihilation,"Action, Adventure"
891,Bent (1997),bent,"Drama, War"
892,Flubber (1997),flubber,"Children, Comedy, Fantasy"
893,For Richer or Poorer (1997),richer poorer,Comedy
894,Home Alone 3 (1997),home alone,"Children, Comedy"
895,Scream 2 (1997),scream,"Horror, Thriller"
896,"Sweet Hereafter, The (1997)",sweet hereafter,Drama
897,Time Tracers (1995),time tracers,"Action, Adventure, Sci-Fi"
898,"Postman, The (1997)",postman,Drama
899,"Winter Guest, The (1997)",winter guest,Drama
900,Kundun (1997),kundun,Drama
901,Mr. Magoo (1997),magoo,Comedy
902,"Big Lebowski, The (1998)",big lebowski,"Comedy, Crime, Mystery, Thriller"
903,Afterglow (1997),afterglow,"Drama, Romance"
904,Ma vie en rose (My Life in Pink) (1997),vie rose life pink,"Comedy, Drama"
905,Great Expectations (1998),great expectations,"Drama, Romance"
906,Oscar & Lucinda (1997),oscar lucinda,"Drama, Romance"
907,Vermin (1998),vermin,Comedy
908,Half Baked (1998),half baked,Comedy
909,Dangerous Beauty (1998),dangerous beauty,Drama
910,Nil By Mouth (1997),nil mouth,Drama
911,Twilight (1998),twilight,"Crime, Drama"
912,U.S. Marshalls (1998),marshalls,"Action, Thriller"
913,Love and Death on Long Island (1997),love death long island,Comedy
914,Wild Things (1998),wild things,"Crime, Drama, Mystery, Thriller"
915,Primary Colors (1998),primary colors,Drama
916,Lost in Space (1998),lost space,"Action, Sci-Fi, Thriller"
917,Mercury Rising (1998),mercury rising,"Action, Drama, Thriller"
918,City of Angels (1998),city angels,Romance
919,"City of Lost Children, The (1995)",city lost children,"Adventure, Sci-Fi"
920,Two Bits (1995),two bits,Drama
921,Farewell My Concubine (1993),farewell concubine,"Drama, Romance"
922,Dead Man (1995),dead man,Western
923,Raise the Red Lantern (1991),raise red lantern,Drama
924,White Squall (1996),white squall,"Adventure, Drama"
925,Unforgettable (1996),unforgettable,"Sci-Fi, Thriller"
926,Down Periscope (1996),periscope,Comedy
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",flower secret flor secreto,Drama
928,"Craft, The (1996)",craft,"Drama, Horror"
929,Harriet the Spy (1996),harriet spy,"Children, Comedy"
930,Chain Reaction (1996),chain reaction,"Action, Adventure, Thriller"
931,"Island of Dr. Moreau, The (1996)",island moreau,"Sci-Fi, Thriller"
